prices_actual,prices_forecast,actual_demand,forecast_demand,soc,charge_MW,discharge_MW,import_MW,export_MW,profit_step
65.1,55.67568033,28.68,27.21163527,0.18757245536749367,0.0,10.78,16.43163527,0.0,701.7779999999999
62.12,53.07239038,27.12,25.61946785,0.0,0.0,6.472000000000003,19.147467849999998,0.0,402.04064000000017
59.05,51.00181992,25.99,24.58397957,0.1999536285648041,10.78,0.0,35.36397957,0.0,-636.559
59.0,47.36623821,25.62,24.22109296,0.3999072571296082,10.78,0.0,35.00109296,0.0,-636.02
56.63,47.40726052,25.66,24.17771765,0.5998608856944123,10.78,0.0,34.95771765,0.0,-610.4714
56.63,55.01003384,26.06,24.83470126,0.7998145142592163,10.78,0.0,35.61470126,0.0,-610.4714
61.66,68.31150847,28.58,26.19666667,0.48738696962671,0.0,10.78,15.41666667,0.0,664.6947999999999
66.61,73.14173882,32.44,27.95922048,0.1749594249942037,0.0,10.78,17.179220479999998,0.0,718.0558
73.0,83.79392558,35.25,34.90610052,0.0,0.0,6.036800000000005,28.869300519999996,0.0,440.68640000000033
73.0,65.41623894,36.63,34.65840509,0.0,0.0,0.0,34.65840509,0.0,0.0
65.0,65.25547287,36.22,34.97362482,0.1999536285648041,10.78,0.0,45.75362482,0.0,-700.6999999999999
63.82,59.10891214,35.17,33.81940341,0.3999072571296082,10.78,0.0,44.59940341,0.0,-687.9796
62.19,56.47060763,33.26,34.18180884,0.5998608856944123,10.78,0.0,44.96180884,0.0,-670.4082
59.5,51.56733,31.54,36.3375,0.7998145142592163,10.78,0.0,47.1175,0.0,-641.41
56.99,55.1069477,31.52,37.42111111,0.9997681428240204,10.78,0.0,48.20111111,0.0,-614.3522
61.92,62.44495389,32.14,34.66035584,1.0,0.012500000000001357,0.0,34.672855840000004,0.0,-0.7740000000000841
65.63,69.66330869,33.53,35.169247,0.6875724553674937,0.0,10.78,24.389246999999997,0.0,707.4913999999999
82.47,80.99666667,37.37,37.80389646,0.37514491073498735,0.0,10.78,27.023896459999996,0.0,889.0265999999999
82.79,74.2241846,38.78,39.1927837,0.06271736610248102,0.0,10.78,28.4127837,0.0,892.4762000000001
83.5,74.52112903,38.96,39.48984687,0.0,0.0,2.1640000000000055,37.32584686999999,0.0,180.69400000000044
78.62,68.36196225,36.4,37.932,0.1999536285648041,10.78,0.0,48.712,0.0,-847.5236
72.94,64.14167772,33.51,35.10596615,0.3999072571296082,10.78,0.0,45.88596615,0.0,-786.2932
64.53,63.01678135,30.89,32.22280021,0.08747971249710185,0.0,10.78,21.44280021,0.0,695.6333999999999
60.32,57.17275082,28.02,30.26906953,0.0,0.0,3.0184000000000024,27.250669529999996,0.0,182.06988800000013
